title,text,subject,date
Republicans in House launch probe of Russia deal involving U.S. uranium,"WASHINGTON (Reuters) - Republican leaders of two committees in the U.S. House of Representatives launched an investigation on Tuesday into the purchase by a Russian firm several years ago of a Canadian company that owned some 20 percent of U.S. uranium supplies. Republican lawmakers say they want to know whether the transaction was fully investigated by the FBI and other agencies before it was approved by a panel that oversees foreign investment in U.S. strategic assets. Some Republicans have claimed that Hillary Clinton’s State Department approved the deal after her husband’s charitable foundation received a $145 million donation, but the State Department controls only one seat on the panel that approved the transaction and the New York Times has reported that Clinton did not participate in the decision. ",politicsNews,24-Oct-17
Trump expected to sign cyber security executive order Tuesday: source,"WASHINGTON (Reuters) - President Donald Trump is expected to sign an executive order on cyber security on Tuesday, two sources familiar with the situation said, marking the first action to address what he has called a top priority of his administration. The order is expected to commission several different reviews of the government’s offensive and defensive cyber capabilities, according to one of the sources and a third briefed on a draft of the order that circulated last week. The move follows a presidential campaign that was dominated by running storylines related to cyber security, including the hacking and subsequent leaking of Democratic emails as part of what U.S. intelligence agencies determined was a wide-ranging influence operation intended to help Trump win the White House and denigrate his challenger, Democrat Hillary Clinton. For months Trump refused to accept the conclusions of the agencies that Russia was responsible, before stating at a press conference on January 11 that, “as far as hacking I think it was Russia.” In his answer, Trump, then the president-elect, pivoted to say that “we also get hacked by other countries, and other people” while vowing to launch a government-wide review of vulnerabilities to cyber attacks. The order is expected to also initiate a audit of several federal agencies’ cyber capabilities, seek input on how to improve protections for critical infrastructure, and review government efforts to attract and train a technically sophisticated workforce, according to two of the sources briefed on the draft, which was first published by the Washington Post. The draft order would also seek ways to give the private sector incentives to adopt strong security measures. ",politicsNews,30-Jan-17
"Sacked Catalan leader Puigdemont says accepts snap election, not seeking asylum","BRUSSELS (Reuters) - Sacked Catalan leader Carles Puigdemont on Tuesday said he accepted the snap elections called by Spain s central government in Catalonia and he was not seeking asylum in Belgium at a press conference given in Brussels. Puigdemont said he was not trying to escape from justice after the state prosecutor recommended charges for rebellion and sedition be brought against him. He did not clarify how long he would stay in Belgium, adding he would return to Catalonia when given  guarantees  by the Spanish government.  ",worldnews,31-Oct-17
What will be in Obama's final budget proposal?,"(Reuters) - President Barack Obama is set on Tuesday to unveil his budget proposal for fiscal year 2017, his final year in office.  But since the Republican-controlled Congress controls the purse strings, much of Obama’s plan likely will be shelved. The following are some of the proposals that will be included: The Pentagon will ask for more than $7 billion for the fight against Islamic State, up about 35 percent from the previous year’s budget request to Congress, and wants a fourfold increase for military training and exercises in Europe to support NATO allies. In a long-shot bid to raise $20 billion to expand transit systems and research self-driving cars, Obama will propose a $10-a-barrel tax on crude oil.  The budget will propose boosting spending on cybersecurity by 35 percent to $19 billion and creating a $3.1 billion fund to modernize the government’s creaky information technology systems. Obama will seek a 20 percent boost for renewable energy research funding to a total of $7.7 billion. Obama will propose a $2.5 billion tax credit over five years for businesses that invest in community college programs and 05:00:then hire their graduates. The White House will ask for $1.8 billion in emergency funding to prepare for the Zika virus, work on tests and vaccines, and assist Puerto Rico and countries grappling with the outbreak. Obama will seek an 11 percent hike in funding for the Securities and Exchange Commission to $1.8 billion and 32 percent increase for the Commodity Futures Trading Commission to $330 million. The budget will propose a 1.6 percent pay increase for military and civilian federal personnel. Obama will ask for $1.1 billion in new funding to expand treatment for people addicted to heroin and prescription painkillers, a growing epidemic. Obama pledged more than $450 million in aid to Colombia to help with security and integrating rebel combatants into society under a pending peace deal to end Latin America’s longest war. Obama will propose $12 billion over 10 years to supplement food stamps for poor families when school meal programs are closed in the summer, $2 billion in emergency aid for families in crisis, a combined $328 million in education and housing grants to poor neighborhoods, and a $15 million pilot program to help poor families move to better neighborhoods. The budget will include three years of federal funding to 19 state governments that passed up an earlier offer to expand Medicaid coverage for more than 4 million low-income people. Obama will ask for tweaks to a tax on certain health insurance plans that is unpopular with labor unions. The White House will ask for $5.5 billion in incentives for businesses that hire young people and $200 million for apprenticeship programs. Obama will propose $4 billion for states and $100 million for school districts to expand computer science in schools. The budget will include $1 billion over five years to help coal-mining regions with economic development. The White House will ask for $755 million for Vice President Joe Biden’s “moonshot” effort to find new cancer treatments. The budget will include $700 million in agricultural research grants, double the spending level in 2016. Obama has proposed $500 million to boost access to mental healthcare as part of his push to address gun violence. Obama will propose $95 million for a new office responsible for background checks for federal employees. As part of reforms to the criminal justice system, Obama will ask for $24 million for better housing for inmates with serious mental illnesses. Obama will propose tax credits for small businesses offering 401(k) plans or expanding access to retirement savings programs. Obama will seek to expand unemployment insurance to more types of workers, provide wage insurance for workers moving to lower-paid positions, and provide incentives to states for retraining or relocating workers. Obama will ask for funding to hire 200 new ATF staff to enforce gun laws. ",politicsNews,9-Feb-16
Newly freed Pakistani Islamist calls ex-PM Nawaz Sharif a 'traitor',"LAHORE, Pakistan (Reuters) - A newly freed Pakistani Islamist accused of masterminding a bloody 2008 assault in the Indian city of Mumbai called on Friday ousted former Prime Minister Nawaz Sharif a  traitor  for seeking peace with neighbor and arch-foe India. Hafiz Saeed, who has a $10 million U.S. bounty on his head over the Mumbai attack, spoke at Friday prayers after being freed earlier in the day from 11 months of house arrest by a court that said there was no evidence to hold him. Saeed was placed under house arrest in January while Sharif was still prime minister, a move that drew praise from India, long furious at Saeed s freedom in Pakistan. A Supreme Court ruling disqualified Sharif from office in July over a corruption investigation, though his party still runs the government. Saeed, however, said Sharif deserved to be removed for his peace overtures with Indian Prime Minister Narendra Modi.  Nawaz Sharif asks why he was ousted? I tell him he was ousted because he committed treason against Pakistan by developing friendship with Modi, killers of thousands of Muslims,  Saeed said. ",worldnews,24-Nov-17
"Greek PM Tsipras, Trump talk about cooperation, security","ATHENS (Reuters) - Greek Prime Minister Alexis Tsipras spoke by telephone to U.S. President-elect Donald Trump on Wednesday, his office said, congratulating him on his election victory and underlining the strong ties between the two countries. Trump and Tsipras discussed Greece’s role for peace and stability in the region, its efforts to tackle the economic and refugee crises and the importance of boosting strategic cooperation between the two countries.  “The two leaders agreed to maintain steady communication channels,” Tsipras’ office said in a statement, without providing further details. ",politicsNews,23-Nov-16
Trump likely to face questions over travel ban in meeting with CEOs,"WASHINGTON (Reuters) - U.S. President Donald Trump will likely face questions about  his executive order restricting some travel to the United States when he meets with the CEOs of major U.S. companies at the White House on Friday. Companies whose chief executives are expected to attend the meeting of the president’s business advisory panel include JPMorgan Chase & Co (JPM.N), General Motors Co (GM.N), Blackstone Group LP (BX.N), IBM Corp (IBM.N), Uber Technologies Inc [UBER.UL] and Walt Disney Co (DIS.N), two officials briefed on the meeting said on Wednesday. Activists are already pressuring the CEOs to raise concerns about the travel restrictions at the meeting, which comes at the end of another turbulent week for the Trump administration. Trump’s order last Friday, barring travel into the United States by people from seven Muslim-majority countries, touched off public protests and stirred unease among employees at many big U.S. companies. CEOs have been faced with difficult choices to either criticize Trump’s move at a time when they are trying to win White House support on tax and trade policies, or remain silent and take heat from consumers and employees dismayed by the order. The Trump administration says the travel ban is aimed at strengthening national security. Backlash over the measure knocked the wind out of the post-inaugural stock market rally, although major indexes rebounded on Wednesday.  Trump’s executive order put a 120-day halt on the U.S. refugee program, barred Syrian refugees indefinitely and imposed a 90-day suspension on people from Iran, Iraq, Libya, Somalia, Sudan, Syria and Yemen. Along with protests it has prompted legal challenges in the United States and drawn criticism from several leading U.S. companies. Among those critics, Uber CEO Travis Kalanick wrote in an email to employees Saturday that “the ban will impact many innocent people — an issue that I will raise this coming Friday when I go to Washington for President Trump’s first business advisory group meeting.” Trump will kick off the two-hour meeting with an address lasting 10-15 minutes and will be followed by Stephen Schwarzman, the billionaire founder of private equity group Blackstone (BX.N), who chairs the panel and assembled it at  Trump’s request. Four topics will be discussed —  regulatory relief, women in the work force, tax and trade, and infrastructure — with two to three people talking briefly about each subject to help shape  “how the administration should be thinking,” according to a person familiar with the matter. Investors said the CEOs would be mindful of Trump’s penchant for rebuking companies publicly.  “Given recent history, being called out publicly is something that the CEOs in that room and other CEOs will absolutely be mindful to avoid,” said Jim Russell, vice president at Bahl & Gaynor Inc, which oversees $17 billion and owns shares in several of the companies attending Friday’s meeting. “I’m sure they will pick their fights carefully and articulate them carefully.” It was not clear if all 19 members of the President’s Strategic and Policy Forum would attend Friday’s meeting. Other members include the CEOs of Tesla Inc (TSLA.O), Wal-Mart Stores Inc (WMT.N) and Boeing Co (BA.N). Tesla founder Elon Musk said this week that the travel order should be modified and he would seek a consensus among members of the advisory council. Ford Motor Co (F.N) Executive Chairman Bill Ford Jr. and CEO Mark Fields have also criticized the travel measure. GM has declined to take a position. On Wednesday, a group of religious investors, human rights groups other activists urged members of the business advisory panel to speak out against the travel restrictions at the meeting with Trump. In a joint letter to the corporate leaders, the group said Trump’s order “undermines respect for human rights and the lives of workers and their families in the U.S. and beyond, and disrupts economic activity  and company operations.”  The letter was signed by dozens of people, including representatives of firms focused on socially-responsible investing like Calvert Research and Management and Domini Impact Investments. Others included representatives of the International Corporate Accountability Roundtable, the Institute for Human Rights and Business and the Interfaith Center on Corporate Responsibility. Companies that have been most critical of Trump’s immigration orders include Netflix Inc (NFLX.O), Apple Inc (AAPL.O), and Amazon.com Inc (AMZN.O), none of which form part of the business advisory panel. ",politicsNews,1-Feb-17
U.N. says it believes Afghanistan air strike killed civilians,"KABUL (Reuters) - The United Nations mission in Afghanistan said at least 10 civilians may have been killed by an air strike in the northern city of Kunduz last week, despite a U.S. military investigation that found no civilian deaths. In a series of messages on Twitter, the U.N. Assistance Mission in Afghanistan said interviews with multiple survivors, medics, elders and others gave it strong reason to believe that civilians were among the victims of Saturday s attack.  Credible reports that at least 10 civilians killed in Kunduz Afghanistan air strike 4 Nov, UNAMA initial findings show,  it said. The statement contradicts comments from some local and Afghan military officials as well as a U.S. statement on Tuesday which said that an investigation had found no evidence of civilian deaths. The episode underlines the lack of clarity over reports of civilian casualties, an issue which is likely to become increasingly prominent as the United States steps up air strikes against the Taliban and other insurgent groups. Captain Tom Gresback, a spokesman for the U.S. military, said the Pentagon still stood by its previous statement that found no civilian deaths. But he added:  U.S. Forces Afghanistan will examine and consider any credible evidence when allegations of civilian casualties are presented. We take all allegations of civilian casualties very seriously and take necessary steps to ensure that we mitigate the loss of civilian life.    On a visit to Kabul in September, U.S. Defense Secretary Jim Mattis said that commanders would be given greater freedom to use American firepower against the Taliban but that  everything humanly possible  would be done to avoid civilian casualties. Former President Hamid Karzai, who clashed bitterly with the United States over the issue in past years, condemned the air strikes but the government of President Ashraf Ghani has so far made no public comment.  Accounts from some local officials and residents indicated that as many as 13 people were killed in air strikes in Chahardara district outside Kunduz city. Some Afghan media have reported much higher figures, without independent confirmation. Afghan special forces and the local provincial governor say 48 militants were killed but deny any civilians were killed. In its most recent report, the United Nations said there had been a 52 percent increase in civilian casualties from air strikes in the first nine months of the year to 205 killed and 261 wounded. The issue has particular resonance in Kunduz because it was there that 42 civilians were killed in a U.S. air strike on a hospital run by medical aid group Medecins sans Frontieres during fighting to regain the city from the Taliban in 2015. ",worldnews,9-Nov-17
U.S. lawmakers delay bill on European data privacy deal,"WASHINGTON (Reuters) - Legislation that would grant U.S. privacy rights to Europeans is being delayed in the U.S. Senate, which may complicate negotiations over a broader trans-Atlantic data transfer pact that faces a January deadline for completion, sources said on Wednesday. The Judicial Redress Act, which would allow citizens of European allied countries to sue over data privacy in the United States, is “likely to be held” from a scheduled vote on Thursday in the Senate Judiciary Committee, a panel aide said.  Passage of the legislation is viewed as an important step toward securing a new “Safe Harbor” framework after the previous one was struck down by a top European Union court last year amid concerns about U.S. surveillance. More than 4,000 firms, including tech behemoths such as Google and IBM, have been relying on the 15-year-old Safe Harbor framework to freely transfer data between the United States and Europe, which has far stricter rules on the privacy of personal information. But that deal was ruled invalid last October by the Court of Justice of the European Union, which cited revelations about U.S. mass surveillance by former National Security Agency contractor Edward Snowden. European Union data protection authorities have given Brussels and Washington until the end of January to strike a new Safe Harbor agreement for transferring personal data.  Industry executives are growing increasingly alarmed that the new Safe Harbor agreement will not be completed in time. The Information Technology Industry Council, a Washington-based trade organization that represents Apple, Microsoft and other major tech companies, sent some of its executives to Europe on Wednesday to press for a quick resolution. A spokesman for the organization, which warned of “enormous” consequences in a letter this week to President Barack Obama and European Commission President Jean-Claude Juncker if a pact is not forged soon, said its leaders are meeting with government and data protection authorities in several cities, including Dublin, Amsterdam, Berlin and London, ahead of the deadline. EU privacy regulators are due to meet on Feb. 2 to decide if they should begin enforcement action against companies if they determine all transfer mechanisms violate EU law and there is no new framework in place. ",politicsNews,20-Jan-16
LPGA happy to let USGA make Trump course decision,"INCHEON, South Korea (Reuters) - LPGA chief Mike Whan says the Tour will back golf authorities no matter what decision they make about hosting the 2017 US Women’s Open at a course owned by presidential nominee Donald Trump amid a storm over sexually aggressive comments he made about women. The United States Golf Association (USGA) is facing calls to move the event from Trump National Golf Club in New Jersey in nine months’ time after a 2005 video surfaced in which he bragged of kissing and groping women without consent. Whan told Reuters in an interview on Saturday at the LPGA/KLPGA co-sanctioned KEB Hana Bank Championship in Incheon that he was “lucky” not to have to make that kind of decision. The U.S. Women’s Open, the most prestigious tournament in ladies golf, is conducted by the USGA.  “In a strange way I’m lucky that the LPGA has no direct dealings with Donald Trump or Donald Trump properties,” he said. “Like any group we have people who are political in favor of different sides. I’m not here to be a politician, I know that what the players want is that I don’t get so political as to limit opportunities for women. “All I’ve said to the USGA is this, ‘You have long since proven you support women’s golf so if you tell us this is the right place to play then we’re right there with you.’” Whan took over in 2010 when the LPGA Tour was buckling from the fallout of the U.S. recession and his push for global growth has been a key factor in the circuit’s resurgence. One look at his business card tells you everything you need to know about his strategy for growing the women’s game — the word “commissioner” emblazoned in English, Korean, Chinese and Japanese. Whan said he hoped the global flavor of the Tour’s  schedule and sponsorship could help mitigate the effects of another downturn at home. “In the world of finance we have a pretty diverse portfolio,” he said of a tour which makes stops in China, Japan, Malaysia, Korea and Taiwan in a late season Asian swing. More than a third of the circuit’s tournaments are sponsored by Asian firms or organizations. “It used to be that one U.S. economic downturn could really cripple the LPGA,” he added. “I’m not saying that wouldn’t happen tomorrow, but generally speaking we are pretty well diversified regionally.” Whan said now that the Tour had been put on a solid footing, with 33 official money events this year compared to 23 in 2011, the task was to boost the dollar value of tournaments rather than add new ones. “I think we need to be playing for $100 million in purse money,” he said of future targets. “I said that back in 2010 and people thought I was nuts, but that was when we were playing for $30 million. “Now we’re play for $65 million and I think we’ll get there.” The decision to add a fifth major to the annual tour schedule, the Evian Championship, was met with scorn by traditionalists and those outside the LPGA but Whan said it would be a mistake to be stuck in the past. “Sports that are unwilling to change because of history and tradition become historic and traditional,” he added. “If we just want golf to be historic and traditional and not move forward, then we would have a real problem.” ",politicsNews,15-Oct-16
"White House names new energy, climate adviser at National Security Council","WASHINGTON (Reuters) - The White House named a new adviser to President Barack Obama on climate and energy at the National Security Council, a spokesman said on Wednesday. The adviser, John Morton, was previously the chief operating officer at the Overseas Private Investment Corporation.  He replaces Paul Bodnar, who helped push for cooperation between the United States and China on climate and for a global agreement at climate talks in Paris last year. Morton, who began his career at the World Bank, takes the job after the Supreme Court this month put a hold on Obama’s Clean Power Plan to cut emissions from power plants, a major part of the president’s strategy to fight climate change. The death of Supreme Court Justice Antonin Scalia four days later may have opened a path for the rule’s survival. But the administration’s plan could face other legal hurdles from Republicans and fossil fuel interests during Obama’s last year in office. ",politicsNews,24-Feb-16
Possible Putin-Trump meeting in Vietnam still under discussion: Kremlin,"MOSCOW (Reuters) - The Kremlin said on Thursday that a possible meeting between Russian President Vladimir Putin and U.S. President Donald Trump in Vietnam this week was still under discussion, but that nothing had yet been agreed.  Russian news agencies cited Kremlin aide Yuri Ushakov earlier on Thursday as saying that the two leaders would meet on Friday at the Asia-Pacific Economic Cooperation (APEC) summit in Vietnam.  But Kremlin spokesman Dmitry Peskov told a conference call with reporters that the time, place and format of such a meeting was still being discussed and that a Friday meeting was only a possibility.     As for the content of the meeting, there is no agreed agenda,  said Peskov. Given that both Trump and Putin will attend the APEC summit, Peskov said that their paths would cross one way or another. ",worldnews,9-Nov-17
Moscow says the West is trying to undo Russia-brokered progress in Syria talks,"MOSCOW (Reuters) - The Russian Foreign Ministry said on Wednesday that anti-Russian forces in the West were trying to destroy progress made in Syrian peace talks with Moscow’s help. Russia, along with Iran and Turkey, has promoted a separate track of Syrian peace talks in Kazakhstan. ",politicsNews,12-Apr-17
Senate Democrats demand that Sessions testify again on Russia,"WASHINGTON (Reuters) - Senate Democrats on Thursday demanded that Attorney General Jeff Sessions be recalled to testify on the Trump campaign’s Russia contacts after the disclosure of an effort to set up a meeting between then-Republican candidate Donald Trump and Russian President Vladimir Putin. Judiciary Committee Democrats want to question Sessions, who was the Trump campaign’s chief foreign policy adviser, about his denials that he knew anything about contacts between the campaign and Russians or Russian government intermediaries. Sessions “needs to come back before the committee, in person, under oath, to explain why he cannot seem to provide truthful, complete answers,” Senator Patrick Leahy, the panel’s senior Democrat, said in a statement. Two other Democrats supported Leahy’s call “Attorney General Sessions should come back before Congress and answer questions in light of recent revelations,” said Senator Ron Wyden. In an eight-page letter to Sessions on Thursday, Senator Al Franken recalled that the attorney general said at an Oct. 18 Judiciary Committee hearing that a continuing exchange between the Trump campaign and Russian government intermediaries “did not happen, at least not to my knowledge and not with me.” Sessions, Franken wrote, “apparently failed to tell the truth under oath.”     According to court documents filed by Special Counsel Robert Mueller that were unsealed on Monday, George Papadopoulos, a minor Trump campaign adviser, said at a March 31, 2016, meeting of Trump foreign policy advisers “that he had connections that could help arrange a meeting between then-candidate Trump and President Putin.”     A photograph posted on Trump’s Instagram account shows Papadopoulos sitting two seats from Sessions at the meeting, which Trump also attended. A New York Times report on Tuesday quoted a participant as saying that Sessions “shut George down,” ruled there should be no meeting with Putin and ordered those present “not to speak about this again.”     However, CNN reported on Thursday that John Cornyn, the second-ranking Senate Republican, who serves on the intelligence and judiciary committees, said that he had been unaware that Sessions was at the meeting. “I certainly think it’s a legitimate area of inquiry” for congressional investigators to pursue, Cornyn told CNN. CNN also reported that Carter Page, another former Trump campaign adviser, told the House Intelligence Committee on Thursday that he had informed Sessions of an upcoming July 2016 trip to Russia. Page said the trip was unrelated to his work for the Trump campaign, CNN said. Democratic sources who requested anonymity said Republican Chuck Grassley, the committee chairman, is resisting the Democrats’ demands to recall Sessions. Instead, he is suggesting that the attorney general be allowed to submit updated written testimony, they said. A spokesman for Grassley did not immediately respond to a request for comment. The Justice Department declined to comment, and Trump denies any collusion. Russia has denied three U.S. intelligence agencies’ conclusion in January that Moscow tried to help Trump defeat Democrat Hillary Clinton.     ",politicsNews,2-Nov-17
Factbox: Mexican tycoon Carlos Slim and the U.S. election,"MEXICO CITY (Reuters) - Republican presidential nominee Donald Trump was set to add Mexican billionaire Carlos Slim as a target of his verbal attacks, the Wall Street Journal reported on Friday.  It cited a Trump adviser as saying the candidate would accuse Slim, one of the world’s richest people, of helping to generate allegations in the media of sexual misconduct by Trump. Trump will claim that Slim, as a donor to the Clinton Foundation charity and the largest single shareholder in The New York Times, has an interest in helping her White House campaign, the newspaper said. Slim spokesman Arturo Elias told the Journal that the allegations that Mexico’s richest man was interfering in the U.S. election were “totally false Slim built his multibillion-dollar empire by purchasing troubled companies and turning them around.      Here are some facts about him: * He was born in Mexico on January 28, 1940, the son of a Lebanese immigrant who built a small fortune by purchasing properties at cheap prices during the Mexican Revolution.  * He was the world’s richest man until a decline in his flagship telephone company America Movil’s stock dragged down his fortune. He remains the world’s No. 4 billionaire with a fortune of $50 billion, according to Forbes. * Slim began accumulating New York Times shares in 2008, buying up 6.9 percent. In 2009, he extended a $250 million loan to the paper that was convertible into more shares and he is now the Times’ top individual shareholder with 17.35 percent.  * Slim is an engineer by profession and graduated from Mexico’s public National Autonomous University. He is a die-hard fan of the school’s professional league soccer team, Pumas. * Slim amassed his fortune after buying Mexico’s state-run phone monopoly in 1990 and turning it into Latin America’s biggest telecommunications company. His investments stretch from banking, mining and media to construction telecoms and oil services.     * In Mexico, where there are strict restrictions on private donations to political campaigns, he has strived to appear neutral in elections.  * He has made donations to the Clinton’s family foundation and the Bill & Melinda Gates Foundation. * Last year, Slim traveled to El Salvador and Peru with Bill Clinton and Canadian mining tycoon Frank Giustra and the three set up a partnership to fund health and employment initiatives. They had launched a $20 million fund to help small businesses in Haiti in 2010. * Slim has lived in the same house for more than 40 years and prefers to drive himself around Mexico City in his old Mercedes. * He is believed to own the largest number of sculptures by Auguste Rodin outside the artist’s native France.         ",politicsNews,14-Oct-16
House ethics panel probing Rep. Farenthold over harassment allegations,"WASHINGTON (Reuters) - The U.S. House of Representatives Ethics Committee said on Thursday it was investigating Republican Representative Blake Farenthold over allegations of sexual harassment, discrimination and retaliation involving a former female staff member. The panel said in a statement it was also looking into whether the Corpus Christi, Texas, congressman made inappropriate statements to other members of his official staff. Farenthold, 55, said in a statement he was relieved that the ethics panel was going to look into the allegations. “Once all the facts are released, I’m confident this matter will once and for all be settled and resolved,” he said. Politico reported last week that the U.S. Congress’ Office of Compliance had paid $84,000 from a public fund on behalf of Farenthold for a sexual harassment claim. In 2014, Farenthold’s former communications director Lauren Greene sued him, alleging a hostile work environment, gender discrimination and retaliation, court documents showed. Farenthold and Greene reached a mediated agreement in 2015 to avoid costly litigation, but the settlement’s details were confidential, according to a statement released at the time, where Farenthold denied engaging in any wrongdoing. Farenthold told KRIS-TV in Corpus Christi on Monday that he would return the sum. Capitol Hill has been rocked in recent weeks by allegations of sexual misconduct by lawmakers, and outrage that public money may have been paid to settle harassment suits against members of Congress. Three lawmakers said this week they would resign amid sexual harassment allegations: Democratic Senator Al Franken, Democratic Representative John Conyers and Republican Representative Trent Franks. ",politicsNews,8-Dec-17
'Made in Syria': Refugees in Germany drive exports from home,"HAMBURG (Reuters) - Many Syrian refugees in Germany have resigned themselves to the reality that there will be no swift return to the land of their birth, where a civil war is nearing the start of its eighth year. They are starting to build new lives in their host country, driving up demand for  Made in Syria  goods there as they seek to soothe homesickness with a precious slice of their old lives. Products popular among the half a million Syrians, who mainly arrived over the last three years, range from nuts, sweets and sesame paste to clothes, vertical spinning grillers used to make shawarma meat in diners and hair removal wax.  People want the very same things they were used to in Syria,  said trader Anas Msouty, sitting in his dim underground office near Hamburg Port as workers sorted out parcels of baklawa sweets and clothes that had just arrived from Syria.  The German market is full of similar products from Turkey, but Syrians want Syrian (goods),  added the father-of-six, who had to abandon his Islamic women s clothing factory outside Damascus when he fled the country. Orders have grown 25-fold since Msouty set up his trading firm Sajeda three months after his arrival in Germany in early 2016. He now imports 25 tonnes of Syrian goods a month. He is not alone in capitalizing on this trend; dozens of Syrian restaurants, stores and supermarkets have sprung up in all major German cities over the past two years, with more opening every month. In Berlin alone, at least half a dozen new Syrian eateries and as many supermarkets have opened this year.  The rise in demand for Syrian goods is contributing to a gradual revival in Syrian exports to Germany, which has taken in more Syrian refugees than any other Western nation. Exports from Syria rose to 15.5 million euros ($17.9 million) in 2016 and totaled 8 million euros in the first five months of this year alone, according to official German data. This is still a far cry from the pre-war level when non-oil Syrian exports to Germany totaled around $100 million a year. More than 5 million Syrians - almost a quarter of the pre-war population - have fled the Middle Eastern nation, according to the United Nations. It is unclear how much support rising demand for Syrian goods among refugee populations in Germany and elsewhere may be having on Syria s shattered economy. Little data is available from the war zone. The revival in trade in Germany nonetheless appears to have coincided with a bottoming out of economic activity in Syria.  The World Bank estimates the country s gross domestic product contracted by an accumulated 61 percent in 2011-2015, but in 2016 it shrunk by only 2 percent, though it mainly puts the improvement down to a slowing in the population exodus. Msouty, who supplies Syrian individuals and businesses in Germany, said he was proud of his contribution to recovering Syrian exports, which he said is providing much-needed income to factory owners and workers in Syria.  We are resuscitating the Syrian economy,  he said.  In Berlin, the boulevard of Sonnenallee - dubbed  Arab Street  for its abundance of Arabic shop signs - has become one of the most popular shopping destinations and hangouts for the capital s Syrian refugees. It boasts three Syrian supermarkets, two Syrian restaurants and one Syrian sweet shop, which have all opened over the past two years.  This is just a smell of home,  said Houda Bayyad, a veiled young mother shopping at one of the supermarkets, which opened in recent weeks.  It doesn t solve our problems like learning German and finding a job. But it makes our life here easier,  said the 20-year-old, holding a jar of Makdous, a Syrian delicacy of baby aubergines stuffed with walnuts, garlic and sun-dried red peppers pickled in olive oil.  Most Syrian goods come from factories in areas under government control mainly in and around Damascus but also from Aleppo. Three companies in Damascus that supply Msouty with goods declined to comment when contacted by Reuters. The products are transported in trucks through relatively safe areas under government control to the port of Latakia in northern Syria and loaded onto container ships bound for Hamburg. Other products come by plane via Beirut. This trade is proving indispensable for Syrians setting up  businesses in Germany.  Sweet shops, and coffee and nut roasters, need specialized machines to make sweet and salty delights such as baklawa and roasted kernels. They prefer to import equipment from Syria as it is cheaper than to buy them in Germany from European or Turkish manufacturers. Restaurateurs depend on specialty raw ingredients to recreate the flavors that Syrians crave. L Amira Falafel, a Syrian restaurant in Hamburg that opened in 2015, has proved so popular that it has now opened at a second location in the northern city.   Our main goal was to make sure that everything we prepare tastes like in Syria,  said Mohammad Abou Saeed, co-owner of the eateries where it is hard to find a table any time of the day.  To do that we needed the same sesame paste, pickles and spices we used in Syria,  he added, gesturing at a waiter to bring baked bread to a couple who had just walked in.   It makes us very happy when diners tell us our food reminds them of Syria.   ",worldnews,9-Nov-17
UK's Corbyn wants much more information on EU divorce deal,"GENEVA (Reuters) - British opposition leader Jeremy Corbyn said on Friday he wanted to see much more information about the Brexit divorce deal struck between Prime Minister Theresa May s government and the European Commission. May sealed the deal after a pre-dawn dash to Brussels, thereby clearing the way for the start of arduous talks on future trade ties between Britain and the EU after Brexit. Asked if he thought the deal with the EU was a breakthrough, Corbyn told reporters:  Until I see more of it, no.   Speaking in Geneva after a visit to the United Nations, Corbyn said his party stood ready for another parliamentary election in Britain at any time, noting May s reliance for her majority on Northern Ireland s Democratic Unionist Party (DUP).  They (the DUP) seem to be calling the shots all the time. They scuppered a deal she was trying to make a few days ago and they clearly put conditions on this, which is why I want to see a much fuller statement than we ve had thus far,  he said. The next election in Britain is not due until 2022, but there has been much media speculation that it could come much earlier due to May s lack of a parliamentary majority and deep divisions within her governing Conservative Party over Brexit. Corbyn said Labour had consistently called for maintaining the benefits of belonging to the EU s customs union and single market during a transitional period as Britain leaves the bloc.  The transitional period is unspecific and I think she needs to bring some clarity to that,  he said. The transition should be long enough to guarantee UK and EU jobs and to deal with common problems, such as regulating airspace, he said. It should also ensure that consumers , workers  and environmental rights were put into British law.   The statements that have been made this morning do not specify what regulatory framework there will be in the future and that remains to be seen, because there are still many people in the Conservative Party who want to live in a de-regulated environment, where Britain basically lowers wages and conditions and the tax take on large corporations.      Corbyn said he hoped Friday s deal included sections on the rights of family reunion for EU and British citizens, adding they should be granted unilaterally and not negotiated. A reference in the deal to involving the European Court of Justice on citizenship issues for up to eight years was a sign that the government accepted the need for judicial oversight of citizens  rights, he said. ",worldnews,8-Dec-17
